StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q5,Q6,Q7,Q8,Q9,Q10,Q11,Q12,Q13,Q14,Q18,Q19,Q20,Q21,Q22,Q23,Q24,Q25,Q26,Q27,Q31,Q17,Random ID
2021-02-13 14:13:31,2021-02-13 14:40:17,IP Address,75.89.19.161,100,1605,TRUE,2021-02-13 14:40:18,R_eYgAAUGsCvJnjTr,,,,,30.17840576171880,-83.0308990478516000,anonymous,EN,Go to the green circle.,Pick up the red circle and place it above the yellow box.,Navigate the maze and go to the red box on the left side.,Go to the purple key.,1,Pick up the green box and place it above the green circle.,Go to the grey circle on the upper right side of the grid.,Go to the red circle on the right side of the grid.,Go to the grey key in the top middle portion of the grid.,3,"Pick up and drop the blue key in the same spot. Then, pick up the green key and head to the space above the purple box in the lower left.","Pick up and drop the green key in the same space. Then, go pick up the yellow box in the top right portion of the grid. Finally, head to the space above the grey ball in the top left.","Go pick up the purple ball on the right side and place it in the middle room. Then, pick up the yellow ball in the bottom middle room and place it to the right.","Pick up the yellow box in the first room and place it back down. Then, go to the space above the red door.",2,"Open the red door and place the blue ball in the top middle room. Then, go to the space next to the purple ball.","Go through the purple door and pick up the gray box. Then,  go to the top right room. Finally, go to the bottom left room and stop to the left of the second gray box.",Go to the bottom left room. Place the gray ball in the bottom middle room. Pick up the blue key and place it under the yellow box. Go to the bottom right room and pick up the red box. Go back to the bottom middle room and stop in the top right corner.,Go to the middle right room and pick up the green box.,"Go to the bottom right room. Pick up the red box and place it back down. Then, go to the middle left room and stop to the right of the gray ball.",,It was kind of hard to determine if I had to explain every random movement.,30335
2021-02-14 11:25:12,2021-02-14 12:15:18,IP Address,117.199.12.24,100,3005,TRUE,2021-02-14 12:15:18,R_3ltcimxmYT04PbZ,,,,,8.4774932861328100,76.941497802734400,anonymous,EN, find the green dot,Collect red circle and place it infront of the yellow box without touching any other objects,Find red box on the left side of the map,Locate purple key,1,Collect green box and place it on the cell just above the green dot,Locate grey circle that is close to an yellow circle,Locate red circle in any of the rooms without touching any other objects,Locate grey key,3,Collect green key,Collect an yellow box from any of the rooms,Search rooms for any objects blocking the door and move it to a different place if found any,Unlock yellow door,2,locate blue balls blocking any doors and move it to a different location if found any.,Collect grey box,move any balls blocking any doors to a different location and collect red box,collect green box from the middle right room and goto the green door of the same room,unlock bottom right room and then find a grey ball,,some actions did not make any sense even if I watched it several times(especially some random movements without any other actions after performing one particular task. It was kind of confusing). Otherwise everythig was okay,70907
2021-02-14 13:34:11,2021-02-14 14:02:08,IP Address,174.253.9.241,100,1677,TRUE,2021-02-14 14:02:08,R_PS5DXarla1o0pvH,,,,,34.713104248046900,-81.218902587890600,anonymous,EN,Move to the green circle in the corner,Move the red circle to the yellow box,Find the first red box,find the purple key,1,Put the green box next to the green ball,Point to the gray ball,find the red ball,find the gray key,3,find the two gray boxes,move the gray box to the gray ball,move the balls away from the doorways,pick up the yellow box and set it back down,2,move the balls out of the doorways,move the gray boxes next to each other,find the gray box,pick up the green box,pick up the gray box and set it back down,,,57766
2021-02-13 11:17:32,2021-02-13 12:01:53,IP Address,69.254.67.230,96,2660,FALSE,2021-02-20 12:01:54,R_a4oPn0R9h026Ixj,,,,,,,anonymous,EN,An arrow moved around a blue object and moved two grid spaces to a green object,A robot picked up a red key and used to unlock a red door and moved through the red door,A robot maneuvers to a door from room 1 to room 2 and then moves through a door from room 2 to room 3 and then goes through another door to room 4 and then through another door from room 4 to room 5, robot maneuvers through a room to a purple key.,1,a robot moves through the room to a green object which it picks up.,the robot moves around objects to a tan door,A robot moves thru doors from rooms 1 to 4 moving thru each room to the door and then back from room 4 to room 3 to a door to room 5 and then through a dorr to room 6,A robot goes through a door from 1 room to another and then returns through the door back to the original room and then through a different door to another room.,3,a robot moves from 1 room to the next and then backtracks moving through a door backtracking again through 2 doors to another room through a door to another room through a door and then through a door to another room and picks up a green key and goes through another door to a last room,a robot goes from a room through a door and then back tracks through a door to another room and goes through a diffenent door to another room and then though a different door into another room  picks up a yellow object and then goes back through the door to the previous room and the baqck thru another door to another room,a robot moves thru a door into a room and backtracks back thru the door to the original room and then throu a door into a room where it goes thru a different door to another room backtracks to a room and thru a different door to a room thru another different door into a room where it moves a yellow ball from 1 grid mark to the next,A robot moves thru a room and passes thru a door to a room south of it,2,A robot moves around a room to a red door and back and forth thru the door to another room where it stops.,a robot moves thru a door in 1 room to the next where it picks up a tan object and then thru a door to another room thru a different door to another room thru a different door to another room back and forth thru a different door backtracks to a door to a different room through another door to a room and then thru a door to a different room,a robot moves thru a door into a room thru another door into a room thru a door to a room back and forth thru a door and thru a room where it picks up a tan ball and then leaves that room blue keyand then back thru another door to a new room to a door where it picks up a  tan object and back thru the door,a robot moves from one room to the next picks up a green object ,a robot goes thru a red door to another room where it passes thry a different red door goes back and forth thru a door and then bakc to the first red door where it passes back to the room,,Much more difficult than I thought ,37998
2021-02-24 10:04:24,2021-02-24 10:14:52,IP Address,73.104.68.31,100,627,TRUE,2021-02-24 10:14:52,R_1eWyYNcUY5YAJ9z,,,,,30.67010498046880,-81.46579742431640000,anonymous,EN,Moves to green ball,Moves to red ball and relocates it,Moves through 3 doors to red boc,Moves up and over to blue key,1,Moves green block down,Stops at grey circle,Stops at red circle,Goes to gray key,3,Finds the grey bottom block,Moves through the door to the blue key,moves the yellow ball up and over,goes under the blue ball ,2,goes to right of blue ball,moves through bottom door towards green key,moves in the general direction of grey ball,moves towards the green door,The arrow moves through the door to the grey circle ,3,,24528
2021-02-24 10:01:04,2021-02-24 10:15:27,IP Address,67.176.76.48,100,863,TRUE,2021-02-24 10:15:27,R_3lQdqoqoNBj4hkF,,,,,40.48370361328130,-104.8993988037110000,anonymous,EN,The robot goes to the green ball ,The robot put the red ball next to the yellow door,The robot went to the red door ,The robot went to the purple key,1,The robot places the green door next to the green ball ,The robot goes to the gray ball ,The robot goes to the red key ,The robot goes to the gray key ,3,The robot stops between the purple door and the blue ball,the robot stops just before the grey ball ,The rpbot stops next to the yellow door,The robot stops between the red door and purple ball ,2,The robot stops next to the purple ball ,the robot stops just before the yellow key ,The robot stopped in the corner of the room ,The robot stops just before the green door,The robot stopped just before the gray ball ,2,,31323
2021-02-24 10:06:19,2021-02-24 10:17:25,IP Address,35.137.59.85,100,666,TRUE,2021-02-24 10:17:26,R_2uEz4vhLiupwHfO,,,,,27.9600067138672000,-82.46140289306640000,anonymous,EN,Picked up the green ball,picked up the red ball,picked up the red box,picked up the purple key,2,picks up green box,picks up grey ball,picks up red ball,picks up grey key,3,Goes to blue door,Goes to get grey ball or key,moves yellow ball,goes to grey ball,2,Goes to purple ball,Goes to green key,Gets red door,Picks up green door,Goes to grey ball,2,,38886
2021-02-24 10:07:39,2021-02-24 10:21:23,IP Address,72.176.54.19,100,824,TRUE,2021-02-24 10:21:24,R_1Eg2c28C0JZ4RXX,,,,,31.068206787109400,-97.391998291015600,anonymous,EN,Red triangle moves right to end of screen turns left,Red Triangle goes left turns left goes forward rotates and goes left.,The red triangle rotates and moves left through various areas in ends at the left of the screen.,Triangle moves upwards two blocks and turns left towards the circle and stops.,1,"Red triangle moves up rotates left, moves up, rotates left, goes to the end door and rotates returning to the starting point.","Red triangle rotates left, rotates right, moves upward and stops.","Red triangle moves down, rotates, moves through the door, moves right goes through door to the middle, rotates right, and rotates left. ","Red triangle rotates left, goes through the door, rotates, returns through the door, rotates left and exists through door on left. ",3,"Red triangle rotates goes through blue key, goes left rotates moves upward, returns through the exit and goes to the middle room, goes up through the door, rotates right and goes through another door. It rotates once more and returns through the door it just left, returning to the middle and rotating through door on the right, moves downward and through another door.","Red triangle grabs green key, moves through door, rotates right, moves back through the door, and moves upward towards another door, rotates right and goes through another door, turns left towards blue key, rotates right and goes through door to farthest right door,","Triangle rotates moves upwards, goes through door and returns through door, than goes right towards another door, and upward towards another door and to upward most room, rotating around to southern most room, rotating left to another room.","Rotate right and than left, go through door.",2,"Rotate left, turn right, rotate left, go through the door, re-enter, and rotate left to exit again, rotate left, go through door.","Triangle goes through door on the left, rotates and goes through southern door, rotates to the right and goes toward middle door, rotating around purple circle, rotates right goes through another door, moving towards right towards another door, returns through middle door, rotates left goes through door and exits through door on the left to go to bottom room.","Move south through the door and than left through middle door and move down through another door, rotate left through bottom door and back to the middle room, rotate right through the room grab red box and return.","Rotate red triangle move towards room beneath, move around room and turn left.","Move around the center room, move to the right and move around red key to bottom room, and return to the same room moving upwards toward room on top, than left towards left room and return, moving south, and than left towards middle room, keep going left to adjacent room.",4,It was fun.,49848
2021-02-24 10:05:31,2021-02-24 10:23:04,IP Address,24.140.74.33,100,1053,TRUE,2021-02-24 10:23:04,R_VNXmkjLHBEqg5ep,,,,,40.8115997314453000,-81.4972991943359000,anonymous,EN,The robot goes to the green circle and turns to look at it.,The robot places the red ball by the yellow object in the bottom left.,The robot goes through a purple door and stands next to the red object on the left.,The robot goes up to the purple key and looks at it.,1,The robot puts the green box next to the green ball.,The robot moves to the other side of the red box.,The robot goes through a door and stands next to the red and grey circles.,The robot travels to the grey key and stands next to it.,3,The robot picks up a green key and goes over to the blue ball.,The robot picks up the yellow box and travels to the top left.,The robot picks up a yellow ball and places it diagonally to where it was.,The robot stood between a red door and purple ball.,2,The robot placed a blue ball on the opposite side of the door and then traveled downwards.,The robot traveled to the bottom left square and stood next to a grey box.,The robot moved a blue key on the bottom left and then picked up the red box on the bottom right.,The robot picked up the green box and headed towards the green door.,The robot picked up a red box and put it back before heading to the left side.,4,,71408
2021-02-24 10:05:57,2021-02-24 10:23:18,IP Address,69.124.192.119,100,1041,TRUE,2021-02-24 10:23:19,R_RCPFmzIGmy25psd,,,,,41.1728973388672000,-74.37909698486330000,anonymous,EN,Go to the green ball.,Bring the red ball to the yellow box.,Go to the red box in the west room.,Go to the purple key.,1,Put the green box next to the green ball.,Go to the nearest grey ball.,Find the red ball and go to it.,Find the grey key and go to it.,3,Find the green key and take it.,Bring the yellow box to the northwest room.,Unblock the yellow door.,Go to the red door.,2,Find the purple ball and go to it.,Find the green key and go to it.,Take the red box.,Bring the green box to the green door.,Find the grey ball and go to it.,2,,63390
2021-02-24 10:06:19,2021-02-24 10:25:16,IP Address,68.204.203.77,100,1136,TRUE,2021-02-24 10:25:16,R_dnWEHW79Zm1Wc01,,,,,28.52740478515630,-81.6011962890625,anonymous,EN,stands at one door,stops at a door,stops between red and green,stops in front the purple key,1,stops infront of the green door,stops infront of the gray circle,stops at the red circle,stops in the corner infront the gray key,3,goes to the blue doors and stops,goes thru the door to the yellow key,moves to the yellow circle,stops behind the purple circle,2,goes thru the door and stops at the purple key,goes thru the door towards the green key,goes thru the door and back passing the yellow key,stop infront of the green door,goes past the green door and stops in front the gray circle,4,,99133
2021-02-24 10:12:39,2021-02-24 10:25:34,IP Address,73.7.250.19,100,775,TRUE,2021-02-24 10:25:35,R_DMDU7Czy2Ibmx3P,,,,,33.8654022216797000,-84.3385009765625,anonymous,EN,Pick up the green ball.,Pick up and move the red ball.,Go to the red box.,Go to the purple key.,1,Move the green box next to the green ball.,Go to the grey ball.,Go to the red ball.,Go to the grey key.,3,Pick up the green key.,Pick up the yellow box.,Move the yellow ball up one space north and over one space to the right.,Pick up and put down the yellow box.,2,Pick up and move the blue ball through the red door.,Pick up the grey box.,Pick up the red box.,Pick up the green box.,Go through the purple door.,2,,83514
2021-02-24 10:06:29,2021-02-24 10:25:58,IP Address,209.54.29.102,100,1169,TRUE,2021-02-24 10:25:59,R_1gnzjc8puTDXKZy,,,,,42.4857025146484000,-98.645599365234400,anonymous,EN,walk to the green ball,drop the ball next to the yellow box,go to the red box on the west side,go to the purple key,1,put the green box next to the green ball,go the closest grey ball,walk to the red ball,go to the grey key in the room to the left,3,pick up green key and go to blue ball,pick up yellow box in north east corner and go west,move yellow box from in front of yellow door,go to red door,2,go to purple ball,take grey box to room in south west corner,pick up red box,pick up green box in one room south,go through purple door and stop at white ball,4,everything went smoothly,82422
2021-02-24 10:07:13,2021-02-24 10:26:35,IP Address,73.66.94.137,100,1162,TRUE,2021-02-24 10:26:36,R_3nABdfuTjNHeGsR,,,,,39.50799560546880,-121.45709991455100000,anonymous,EN,stopping and pointing toward the green circle,dropping off the red ball,stopping in front of the red box,stopping at the purple key and beside the yellow ball,1,The robot dropped off the green box beside the green ball.,The robot moved next to the red box.,The robot located and stopped beside the red ball.,The robot located and stopped at the grey key.,3,The robot located and picked up a green key and then stopped between a blue ball and a blue box.,The robot picked up the yellow box and then navigated and stopped beside a purple key.,The robot clears a yellow ball out of the path of a yellow door and stops before the door.,The robot picked up and put back down a yellow box and then stopped between a red door and a purple ball.,2,The robot clears a blue ball out of the doorway by picking it up and moving it into the other room and then proceeds to go through the green door and stopped beside a purple ball.,The robot picked up the grey box and carried it until it stopped in the room with two other grey boxes in front of the green key.,The robot moved the blue key in front of the yellow box in the same room and then picked up the red box from another room.,The robot picked up the green box.,The robot picked up and put back down a red box before navigating to a room and stopping in front of a grey ball.,3,I wasn't sure I knew exactly what kind of description you were looking for. An example video with an example description would have been very helpful to make sure I was doing the task correctly.,42590
2021-02-24 10:07:03,2021-02-24 10:30:16,IP Address,73.66.94.137,100,1393,TRUE,2021-02-24 10:30:17,R_2aFDsZQDXFyrySH,,,,,39.50799560546880,-121.45709991455100000,anonymous,EN,Went to the green triangle ,Picked up the red circle.,Went to the green square,Went to the purple key.,1,Picked up the green square and then dropped it in another spot.,The robot went to the gray circle.,The robot went to the red circle,The Robot went to the gray key,3,The robot picked up the green key and carried it to another room.,The robot picked up the yellow square then took it to another room.,The robot picked up the yellow circle and moved it out of the way.,The robot picked up the yellow square and put it back down.,2,The robot went down and stopped next to the purple circle.,The robot stopped next to the green key.,The robot picked up the red square and then took it to another room.,The robot picked up the green square.,The robot went into the room then stopped next to the gray circle.,3,None,21291
2021-02-24 10:07:25,2021-02-24 10:31:33,IP Address,173.189.165.244,100,1447,TRUE,2021-02-24 10:31:34,R_1g0lyF6EfzIDmRg,,,,,41.475799560546900,-91.5740966796875,anonymous,EN,Move to the green dot.,Take the red ball to the yellow door.,Go to the red door.,Find the purple key,1,Place the green box by the green ball,Move to the gray ball closest to the red box,Find the red ball,Find the gray key in the room with a red box,3,Open the door to the room with two boxes and two balls,Move the yellow box to the space between the purple key and gray ball,find two balls that are next to two doors,Touch the yellow box and then move to the red door ,2,Find two balls near two different doors,Move the single gray box into the room with two gray boxes and a green key,Move the blue key to the yellow box and then take red box to the room with a yellow key and gray ball.,Open the yellow door and then move the green box towards the green door,move through two red doors and touch the red box then find the gray ball,3,,50857
2021-02-24 10:19:58,2021-02-24 10:33:33,IP Address,73.148.231.128,100,815,TRUE,2021-02-24 10:33:33,R_11bSxaON6uiqqpF,,,,,31.2803955078125,-81.5305023193359000,anonymous,EN,The robot chose the green ball.,The robot placed the red ball on the ground.,The robot stood in front of a red ladder.,The robot stood in front of the purple key.,1,The robot placed the green box in front of the green circle.,The robot stood in front of the grey circle.,The robot went through a purple door.,The robot stood in front of the grey key.,3,The robot went through the green door.,The robot entered a purple door.,The robot placed the yellow ball on the ground.,The robot went to the red door.,2,The robot went through a green door.,The robot went through the green door and found the green key.,The robot picked up the red box.,The robot picked up the green box.,The robot stood found the grey ball.,3,"I did as best as I felt I could do, given the instructions. Thanks!",22543
2021-02-24 10:16:14,2021-02-24 10:33:57,IP Address,69.151.220.81,100,1062,TRUE,2021-02-24 10:33:57,R_3Rz87VdvClBbCS1,,,,,35.46429443359380,-82.533599853515600,anonymous,EN,Navigate to the green ball,Move the red ball to the yellow square,Navigate to the red square,Navigate to the purple key,1,Bring the green box above the green ball,Navigate to the eastern gray ball,Navigate to the red ball,Navigate to the northern gray key,3,Go to the southwestern room between the blue ball and the purple box,Bring the yellow box to the most northwestern room,Go to the door in southern most room in the middle ,Navigate to the space between the purple ball and red door,2,Navigate to the space on the right side of the purple ball,Bring the northern-most gray box to the southwestern room,Bring the blue key next to the yellow box and pick up the red box,Pick up the green box in the room to the south,Go to the gray ball,3,I hope I understood correctly.,38372
2021-02-24 10:02:43,2021-02-24 10:35:39,IP Address,23.119.201.59,100,1975,TRUE,2021-02-24 10:35:39,R_bvo9IZ9CtBubjRD,,,,,32.9073944091797000,-97.42569732666020000,anonymous,EN,Travel to the green ball.,Travel to the red ball.,Travel to the two red squares,Travel to the purple key,1,Move the green squares to above the green ball.,Travel to the nearest grey ball next to the yellow ball.,Travel to the red ball.,Travel to the grey key.,3,Travel to the blue ball above the purple squares.,Travel to below the purple key and diaganol to the grey ball. ,Travel to the square where the yellow ball is next to the yellow door. ,Travel to the nearest red door.,2,Travel to the square to the right of the purple ball.,Travel to the square above the green key.,Travel to the top right corner of the room with the yellow key.,Travel to the square to the right of the square next to the green door. ,Travel to the grey ball.,4,thank you,93506
