StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q5,Q6,Q7,Q8,Q9,Q10,Q11,Q12,Q13,Q14,Q18,Q19,Q20,Q21,Q22,Q23,Q24,Q25,Q26,Q27,Q31,Q17,Random ID,explanation0,explanation1,explanation2,explanation3,explanation4,explanation5,explanation6,explanation7,explanation8,explanation9,explanation10,explanation11,explanation12,explanation13,explanation14,explanation15,explanation16
2021-05-04 21:33:19,2021-05-05 06:41:28,IP Address,73.44.201.72,100,32889,TRUE,2021-05-05 06:41:29,R_2arGlMukFuugM6z,,,,,41.8094940185547000,-87.65219879150390000,anonymous,EN,Go to the green circle.,Place the red circle by the yellow box.,Go to the red box on the left.,Go to the purple key.,1,Put the green box above the green circle.,Go to the top grey circle,Go to the red circle.,Go to the nearest grey key.,3,Go to the blue ball in the bottom right corner room between it and the nearby purple box.,Go to the purple key in the top left room.,Go to the yellow door.,Go to the nearest red door.,2,Go to the right of the purple ball.,Go to the left of the the south most grey box.,Get both the red box and the blue key.,Get the green box from the room with a green door.,Go to the grey circle.,2,The commands that the robot would understand better weren't displaying ,69088,,,,,,,,,,,,,,,,,
2021-05-05 11:06:48,2021-05-05 11:49:04,IP Address,76.20.215.254,100,2535,TRUE,2021-05-05 11:49:04,R_30efBRhaGkGZ9Yt,,,,,33.899200439453100,-84.85720062255860000,anonymous,EN,Go to the green dot.,Put the red dot next to the yellow,Go to the first red desk you can find.,Go to the purple key.,1,Put the green box next to the green spot.,Go to the east side of the red box.,Go to the red spot.,Go to a grey key.,3,Go to a place between a box and a ball.,Collect a yellow box.,Move a yellow ball from in front of a door.,Go to a red door.,2,Go to a purple ball.,Put three grey boxes in one room.,Collect a red box.,Go to a green door while holding a green box.,Go to a grey ball.,3,,71287,,,,,,,,,,,,,,,,,
2021-05-05 11:09:15,2021-05-05 11:49:34,IP Address,98.155.141.81,100,2418,TRUE,2021-05-05 11:49:35,R_2TFXJOoSGFk8Y6g,,,,,20.895904541015600,-156.509002685547000,anonymous,EN,games in english,go right and turn north and go forward pick the red ball then go forward 3 steps and turn right pick the red ball,go forward  then left go forward and turn right the turn left the straight forward go forward the left the go straight go right and go forward the turn right the go to the box,turn right and go forward and turn right .,1,games,turn right the go forward,English new games and in the play store,news games,3,news,good,good,go right,2,right 2,right option 2 steps and go right,take a keys,go to a blue gate,collect all red keys,3,good,87496,,,,,,,,,,,,,,,,,
2021-05-05 11:00:13,2021-05-05 11:54:37,IP Address,49.37.219.177,100,3263,TRUE,2021-05-05 11:54:38,R_234aTA2Al6PypPI,,,,,13.0579071044922000,80.192108154296900,anonymous,EN,Pick up the green ball,Go to the red ball and then pick up the red ball.,Pick up the red box,Pick up the purple key,1,Open the green door and then go to the green door,Go to the grey ball,Go to the red ball,Go to the grey key,3,Pick up the green key and go to the purple box,Pick up the yellow box,Pick up the purple ball and then pick up the yellow ball,Go to the yellow box and then go to the red door,2,Pick up the blue ball and go to the purple ball,Pick up the grey box and then go to the grey box,Move the blue key and then pick up the red box,Pick up the green box,Go to the red box and then go to the grey ball,4,Good survey,89615,,,,,,,,,,,,,,,,,
2021-05-05 11:01:03,2021-05-05 11:56:45,IP Address,73.120.128.33,100,3341,TRUE,2021-05-05 11:56:45,R_2WOJMLlRbffOMp4,,,,,28.8928070068359000,-81.7852020263672000,anonymous,EN,green,red,red,key,1,green,white,red,key,3,door,blank,blank,stop,2,blank,green key,blank,door open,white,5,good,30049,,,,,,,,,,,,,,,,,
2021-05-05 11:40:26,2021-05-05 12:08:07,IP Address,63.75.242.214,100,1660,TRUE,2021-05-05 12:08:07,R_xAvKPyHBcm2Q2xH,,,,,42.5836029052734000,-83.4989013671875,anonymous,EN,find point,find point,find point,find point,1,find point,find point,find point,find point,3,find point,find point,find point,find point,2,find point,find point,find point,find point,find points,4,nice,29548,,,,,,,,,,,,,,,,,
2021-05-05 12:43:54,2021-05-05 13:13:10,IP Address,63.75.248.140,100,1755,TRUE,2021-05-05 13:13:10,R_3O06hXrOlud8ixj,,,,,39.610198974609400,-75.6746978759766000,anonymous,EN, Go straight and take left before the blue circle and then take left and right then take left and reach the green circle.,pick up red ball,go the the red gate.,pick up the purple key.,1,go to the green box,pick up the grey ball.,Go to the red ball.,Go to the grey ball and the grey key,3,go to the grey box.,go to the yellow box,pick up the blue ball then yellow ball.,Go to the red door.,2,Go to the blue door and then pick up the blue ball.,go to the blue door then go to the grey box.,Pick up the grey ball the go the blue key then go the red box,Go to the green box.,go to the red box then pick up the grey ball.,2,Nice study,33515,"pick up the purple ball and go to a green ball, then go to a green ball",pick up the red ball,go to the red door,go to the purple key,go to the green box,pick up the grey ball,go to the red ball,"go to the grey ball, then go to the grey key",go to the grey box,go to the yellow box,"go to a yellow ball, then pick up the yellow ball",go to the red door,"go to the blue door, then go to a blue ball","go to a blue door, then go to the grey box","pick up the blue key and go to a grey ball, then pick up the red box",go to the green box,go to a red box and pick up the grey ball
2021-05-05 12:43:42,2021-05-05 13:24:04,IP Address,184.88.136.28,100,2421,TRUE,2021-05-05 13:24:04,R_2f3fqB586avbLbq,,,,,28.65289306640630,-81.210601806640600,anonymous,EN,Red triangle turn left 90 degrees.,go to red key then go to yellow door,go to left red door,go to purple key,1,go to green door,go to grey circle,go to red circle,go to grey key,3,go to blue ball,go to purple key,go to yellow ball ,go to purple ball,2,go to purple ball,go to grey door,go to yellow key,go to green door,go to grey ball,2,,41879,go to a red key and go to the green key,"go to the yellow door, then go to the red key",go to the red door,go to the purple key,go to the green door,go to the grey key and go to the grey key,go to the red ball,go to the grey key,go to a blue ball,go to the purple key,go to the yellow ball,go to a purple ball,go to a purple ball,go to the grey door,go to the yellow key,go to the green door,go to a grey ball
2021-05-05 13:06:07,2021-05-05 13:36:56,IP Address,97.70.92.54,100,1848,TRUE,2021-05-05 13:36:57,R_1mygubh7w0pncux,,,,,42.46490478515630,-83.36840057373050000,anonymous,EN,English with visual language.,open a yellow door,open a red door,take a correct way,2,open the green door,open the red door,open the red door,open the red door,3,open the green door,open the blue door,open the green door,open the red door,2,open the red door,open the blue and green door,open the green door and blue door,open the green door,open the green door then open red door,4,this study was very interesting to work.,78486,open a purple door,open a yellow door,open a red door,open the green door,open the green door,open the red door,open the red door,open the red door,open the green door,open the blue door,open the green door,open the red door,open the red door,open the blue door and open a green door,"open the green door, then open the blue door",open the green door,"open the red door, then open a green door"
2021-05-05 13:44:51,2021-05-05 14:22:35,IP Address,49.37.219.177,100,2264,TRUE,2021-05-05 14:22:35,R_31jvpDHE6Wb2w9t,,,,,12.89959716796880,80.22088623046880,anonymous,EN,Go to the green ball,Move the red ball,Go to the red box,Go to the purple key,1,go to the green box,go to the grey ball,go to the red ball,go to the grey key,3,pick up the green key and go to the purple box,Pick up the yellow box and go to the purple key,Pick up the purple ball and then pick up the yollow ball,go to the yellow box and then open the red door,2,Pick up the blue ball and the go to the purple ball,pick up the grey box and go to the grey box,pick up the blue key and then pickup the red box,Pick up the green box ,go to the red box and go to the grey ball,4,Good survey,73237,go to the green ball,go to a red ball,go to the red box,go to the purple key,go to the green box,go to the grey ball,go to the red ball,go to the grey key,pick up the green key and go to a purple box,pick up the yellow box and go to a purple key,go to a purple ball and pick up the purple ball,"go to a red box, then open the yellow door",pick up the blue ball and go to a purple ball,pick up a grey box and go to the grey box,"pick up a blue key, then go to the red box and pick up the red box",pick up a green box,go to a red box and go to the grey ball
2021-05-05 16:11:28,2021-05-05 16:30:22,IP Address,72.10.67.206,100,1133,TRUE,2021-05-05 16:30:23,R_3PHIZlL0qLuYBkH,,,,,32.402099609375,-82.06099700927730000,anonymous,EN,Cross the Blue Ball,Go to the Red Ball,Open a Blue Door,Go to the Blue Key,0,Go to The Green Box,Go to The Gray Ball,Open the Green door,Go to the GreyKey,3,Go to The Blue Ball ,Go to The Grey key,Go to The Yellow Box,Go to the Yellow Box,2,Go to the Red Box,Go to the Green key,Go to the Blue Ball,Go to The Green Box,Go to the grey Ball,4,Good Study,58393,go to the blue ball,go to the red ball,open a blue door,go to the blue key,go to the green box,go to a grey ball,open the green door,go to the grey key,go to the blue ball,go to the grey key,go to the yellow box,go to the yellow box,go to the red box,go to the green key,go to the blue ball,go to the green box,go to the grey ball
2021-05-05 15:58:58,2021-05-05 16:31:40,IP Address,157.46.69.136,100,1962,TRUE,2021-05-05 16:31:40,R_2dsxvCwPFzJWEE3,,,,,12.89959716796880,80.22088623046880,anonymous,EN,go to the green ball ,collect the red ball and drop the red ball ,open the grey door next open the blue door and next open the grey door and go to the red door ,go to the purple key ,1,pick up the green door ,go to the grey ball ,open the yellow door next open the grey door and next open the green door and next open the yellow door and then open the purple door ,open the grey door and go the grey door and open the grey door next  go to the grey key ,3,"pick up the green key ,pick up the purple key and next open the green door next open the purple door and then open the yellow door , open the green door and then open the green doors ","open the red door , open the grey door next open the blue door pick up the yellow door ","open the grey door and next open the purple door next go to the purple ball ad drop the ball next open the green door , go to the yellow ball and then pick up the yellow ball ",pick up the yellow door and drop the yellow door ,2,open the red door pick up the blue ball and open the green door ,"open the purple door and go to the grey door , open the grey door and open the blue door and then open the green doors ","open the grey door, open the purple door next open the blue door and pick up the grey ball and then pick up the blue key and next open the red door ",open the blue door and open the green door ,open the red door next open the blue door go tp the grey ball,3,interesting survey ,32961,go to the green ball,pick up the red ball,"open the red door and open the blue door, then go to a grey door",go to the purple key,open a green door and go to the green door,go to the grey ball,"open the purple door, then open the grey door, then open the yellow door","go to the grey key and go to a grey door, then open the grey door","open the green door, then open the purple door, then pick up the green key",open the yellow door and go to the grey door and open the grey door,"open a purple door, then go to a grey ball, then pick up the yellow ball",pick up the yellow ball and go to the yellow door,open the red door and pick up the blue ball and open the green door,"open the purple door, then open the grey door and open the green door","open the purple door, then pick up the grey ball and pick up the blue key",open the blue door and open the green door,"open the red door, then open a blue door and go to the grey ball"
2021-05-05 16:18:34,2021-05-05 16:38:16,IP Address,157.46.117.85,100,1181,TRUE,2021-05-05 16:38:17,R_By7W9QZOUH062kx,,,,,12.89959716796880,80.22088623046880,anonymous,EN,go to green ball,take red ball and go to green door,go to blue door and go to red ball,go to purple key,1,take the green door,go to the grey ball,go to the purple door and go to the red ball,go to the grey door and go to the grey key,3,go to the purple box,go to the blue door,take the yellow ball,go to the red door,2,go to the purple door,go to the green door,go to grey door,go to green door,go to grey ball,1,the survey was quite intersting .,77332,go to the green ball,go to a red ball and go to the green door,go to the blue door and go to a red ball,go to the purple key,go to the green door,go to the grey ball,go to the purple door and go to the red ball,go to the grey door and go to the grey key,go to the purple box,go to the blue door,go to the yellow ball,go to the red door,go to the purple door,go to the green door,go to the grey door,go to the green door,go to a grey ball
2021-05-05 16:00:46,2021-05-05 16:40:26,IP Address,103.154.35.148,100,2379,TRUE,2021-05-05 16:40:26,R_3pkTD1iDS52qwwK,,,,,11.14239501953130,77.342193603515600,anonymous,EN,Pick a 1st row green ball.,Go to red ball,Go to a red box.,go to a purple key.,1,go to a green box,go to a grey ball,go to a red ball,go to a grey key,3,go to between  grey box and blue ball.,go to grey key and then go to blue key.,go to yellow ball and again go to yellow ball,go to open red door,2,go to purple ball,go to a green key,open grey gate,open the blue door,go to a grey ball,2,None,45374,go to the green ball,go to a red ball,go to a red box,go to a purple key,go to a green box,go to a grey ball,go to a red ball,go to a grey key,"go to the blue ball, then go to the grey ball and go to the grey box","go to the blue key, then go to the grey key",go to the yellow ball and go to the yellow ball,open a red door,go to a purple ball,go to a green key,open the grey door,open the blue door,go to a grey ball
2021-05-05 16:58:35,2021-05-05 17:24:41,IP Address,122.178.235.209,100,1566,TRUE,2021-05-05 17:24:42,R_3J2ezWeRX02RRxV,,,,,12.9633941650391000,77.58551025390630,anonymous,EN,go to a green ball,go to a red ball ,go to a red box ,go to a purple key ,1,go to a green box ,go to a grey ball,go to a red ball,go to a grey key,3,go to a blue ball ,go to a purple key,go to a yellow boll,go to a purple ball,2,go to a purple ball,go to a green key ,go to a grey ball,go to a green box,go to a grey ball ,3,good ,61106,go to a green ball,go to a red ball,go to a red box,go to a purple key,go to a green box,go to a grey ball,go to a red ball,go to a grey key,go to a blue ball,go to a purple key,go to the yellow box,go to a purple ball,go to a purple ball,go to a green key,go to a grey ball,go to a green box,go to a grey ball
2021-05-05 16:30:33,2021-05-05 17:26:04,IP Address,104.37.172.149,100,3331,TRUE,2021-05-05 17:26:05,R_6g3x0prV49gfYYh,,,,,32.779693603515600,-96.8022003173828000,anonymous,EN,Move to the right direction and move down then go to right direction then go to up to reach the green ball.,Go to the red ball then go to the red ball again.,The robot first opens several doors and at the end picks up a red ball.,go to move and reach the key,1,"Go to the yellow ball then go to the blue key, open the green box then go to green box.","Go to the red box and go to the blue ball, then go to grey ball.","Open the yellow door and go to blue key, then open the green door and go to blue key, then open the yellow door and open the blue door, then go to the red ball","Open grey door and go to grey ball, then open grey door and go to grey key.",3,"Go to blue key and open green door, then open the blue door and open the yellow door, then open the green door and again open the green door then go the green key and open the blue door.","Go to green key and open red door, then open green door and open blue door and go to yellow color","Go to blue door and go to blue ball, then go to blue door and open green door and go to yellow ball.",Go the yellow color and open the red door.,2,Go to blue ball and open green door.,"Go to grey color and open the grey door, then open blue door and open green door","Go to grey door and go to blue door, then open blue door and go to grey door, then go to grey ball and go the blue key, then open grey door and go to red color.",Open blue door and go to green color.,"Open red door and go to blue door, then go to grey ball.",1,Good study and very interesting.,78289,"go to the green ball, then go to a red ball","go to the red ball, then go to a red ball","go to the red box and open the green door, then pick up a yellow ball","open a red door, then go to the blue key","go to the yellow ball and go to the blue key, then go to a green box",go to the blue ball and go to a grey ball and go to a red box,"open a yellow door, then go to the blue key and go to the green door and go to the red ball","go to a grey ball, then open the grey door and go to the grey key","go to the blue key, then go to a blue key and go to the green door, then open the green door","go to the yellow key and go to the red key, then open a green door",go to the yellow door and go to the green door and go to a blue ball,go to the yellow door and open a yellow door,go to a blue ball and open the green door,"go to the grey door, then open the blue door and open a green door","go to the blue key, then go to the grey ball, then open the grey door",open the green door and go to a blue door,"open the red door, then open the blue door and go to the grey ball"
